id,titulo,subtitular
091223norte,demuelen viejo mercado,tardaran un ano en construir nuevo edificio
091223sur,le disparan cuando se banaba en poza,desconocidos atacan a erick valencia de 41 anos
091223guate,necesitan q300 mil,comunitarios se unen para mejorar escuela de asuncion chivoc
091323nacional,transicion detenida,el binomio electo suspende la transmision de poder y pide renuncia de funcionarios por allanamientos del mp al tse
091323occidente,tres horas de juegos gratis,mas de dos ninos disfrutan de las ruedas de la feria
091323centro,esperan a 10 mil escolares,redoblan seguridad por arribo de antorchas y desfiles en fechas 13 14 y 15 de septiembre
091323oriente,500 accidentes en nueve meses,cabecera lidera cifras de percances segun socorristas con 234 hasta la fecha
091323norte,hospital sobrepasa su capacidad,a diario mas de 250 pacientes buscan atencion medica
091323sur,dos mil alumns salen a desfilar,estudiantes rinden homenaje a la historia del departamento
091323guate,detectan a reincidentes,40 por ciento de conductores incumplen de alguna manera la ley de transito segun la pmt local
091423nacional,mp cuenta votos,diversos sectores accionan en las cortes contra medidas de la feci
091423centro,resaltan estampas del pais,alumnos de 19 establecimientos recorren el centro historico de la ciudad
091423occidente,resaltan la riqueza cultural,1500 estudiantes de 14 planteles participan en defile multicultural
091423oriente,fuego patrio en las calles,comunidades comienzan a llenarse de colorido y antorchas
091423sur,despiden a alcalde,decenas de pobladores acompanan el sepelio de marco tulio de leon de 68 anos
091423guate,se unen a fiesta civica,estudiantes de 70 centros educativos participaran en recorrido de antorchas
091423norte,corren con la llama de la libertad,calles seran invadidas por personas portando la antorcha
091523nacional,festejos patrios,cientos de hombres mujeres y ninos con antorcha en mano conmemoran los 202 anos de independencia
091523centro,pana recibe a 20 mil estudiantes,acuden al municipio a encender el fuego patrio y conocen el lago
091523occidente,15 mil estudiantes encienden antorchas,fuego patrio inunda calles de la ciudad altense
091523oriente,202 anos de libertad,bandas escolares senoritas independencia y estudiantes abarrotan las calles
091523norte,honran a la patria,desfiles cierran festejos por los 202 anos de independencia de guatemala
091523sur,queria ser medico,itzul vicente se accidenta y muere en hospital nacional de mazatenango donde hacia practicas
091523guate,historico cortejo,por primera vez imagen de divino nino patrono de santa cruz recorre todos los cantones
091623nacional,derroche de orgullo y tradicion,desfiles reviven el patriotismo en todo el pais
091723nacional,cada 4 horas desaparece una mujer,en guatemala se reportan seis casos por dia y en el ano se han activado 1426 alertas isabel claudina
091823nacional,tristeza en el motagua,los 474 kilometros de largo son en su mayoria corretadas que trasladan millones de desechos
091823occidente,corren los 21k,mas de 1500 competidores participan en actividad
091823centro,falta de senalizacion origina percance,diez personas resultan heridas durante colision en el kilometro 93 de la interamericana
091823norte,vehiculo lo arrastra 50 metros,josue cardona salio de trabajar y fue atropellado
091823oriente,exigen justicia por crimen de karen,estudiantes de enfermeria piden que no quede impune muerte de companera
091823sur,intentaba cruzar la autopista,jose victor regresaba de la fiesta de 15 anos de su hermana
091823guate,estiman un mes para finalizar,paso a desnivel agilizara el transito de 14 mil conductores que a diario se movilizan en prados de villa hermosa
091923nacional,motagua un rio de desechos,toneladas de basura zapatos y hasta animales muertos flotan en el afluente
091923occidente,22 pasajeros heridos,microbus que iba de xela a san marcos tuvo fallas mecanicas
091923centro,aulas sin techo por falta de dinero,hace dos meses la municipalidad tenia que hacer la reparacion
091923norte,senalados de matar a mujer,victima tenia vigente orden de alejamiento contra su esposo por violencia domestica
091923oriente,machetea a su familia,entra de madrugada a su casa en la aldea los limones y hiere a su hermana y su papa
091923sur,patrimonio munidal de la humanidad,la unesco incluye en su lista al centro arqueologico takalik abaj
091923guate,antepasados descansan en paz,luego de 17 anos de haber sido exhumados restos son sepultados en nuevo cementerio
092023nacional,buscaban casa y encuentran la muerte,dos mujeres querian mudarse y alquilar una vivienda cuando un hombre las acribillo un menor quedo con heridas
092023centro,muere atropelado en estados unidos,regresaba a casa luego de finalizar su jornada laboral en un restaurante en brooklyn
092023occidente,disfrutan la feria de toto,realizan serie de conciertos en honor a san miguel arcangel
092023oriente,migrante es reconocido en nueva york,jorge bethancourt salio de el progreso hace 30 anos y ahora destaca como empresario de la construccion en eeuu
092023norte,sector se inunda desde hace 8 anos,pobladores exigen a las autoridades solucionar el problema de drenajes
092023sur,sale volando de la palangana,picop choca contra la parte trasera de un camion
092023guate,limpian y alinean rio pinula,instituciones conforman mesa de dialogo para solucionar problemas en villa hermosa 1
092123nacional,asesinado por negarse a ser pandillero,menor de 15 anos fue sacado de su instituto con enganos por una mujer y al llegar a un callejon lo mataron
092123centro,35 familias en riesgo,vecinos de villas de santa isabel temen una tragedia por enorme socavamiento
092123occidente,trasladan a la virgen del rosario,con procesion y acompanamiento de bandas se inician festejos en honor a la patrona de xela
092123oriente,verduras sufren alza,de q1 a q1 punto 5 ha subido el precio de los productos de la canasta basica en los mercados
092123norte,q12 millones costara la ciudad deportiva,un ano tardara la edificacion del proyecto
092123sur,interceptan bus con migrantes,cuatro menores de edad viajaban con sus padres
092123guate,beneficiaran a 10 mil vecinos,proyecto munigol recupera espacios publicos para construir tres canchas deportivas en el area norte de la ciudad
092223nacional,sobreviven entre basura,aldea el quetzalito con 400 habitantes esta rodeada de toneladas de desechos que viajan a traves del rio motagua
092223occidente,comienzan festejos en honor a la virgen,conmemoran 40 anos de la coronacion de la virgen del rosario por parte del papa
092223centro,queda atrapado en cabina,chofer de camion colisiona contra bus extraurbano al intentar rebasar en carril reversible
092223oriente,25 mujeres asesinadas en el ano,la cifra de casos ya supera a la de 2022
092223norte,colision deja a un muerto y dos heridos,victima mortal se paso la senal de alto
092223sur,impacta contra el pavimento,jovensalvadoreno viajaba a excesiva velocidad
092223guate,tren de limpieza ya no llega,desde el 25 de junio vecinos se han unido para recoger la basura de su comunidad ante la falta de apoyo de la comuna
092323nacional,abusa de alumnas en recreo,maestro fue denunciado por estudiantes el 19 de este mes se le giro captura
092423nacional,peligro en la ruta,en lo que va del mes han ocurrido 34 accidentes en la cuesta de villalobos
092523nacional,muerte en el campo,aficionado es asesinado a tiros y jugador que haria saque de banda queda herido
092523centro,serpientes invaden escuela,alumnas temen ser atacadas por culebras en instalaciones y piden edificacion de muro perimetral
092523occidente,fiesta a san miguel arcangel,desfile inaugural de feria es animado por 90 planteles
092523oriente,lo apalean y dan por muerto,juan ramirez es interceptado por desconocidos cuando se dirigia a su casa
092523sur,275 familias tendran agua,residentes de la aldea san pedro cutzan esperaron 25 anos por el proyecto
092523norte,5 mil ninas han dado a luz,alta verapaz lidera numero de embarazos en menores a nivel nacional
092523guate,reparan acceso,por fin dejan transitable el tramo que comunica con comunidades de occidente
092623nacional,lluvia desata muerte,rescatistas encuentran 5 cadaveres de 19 personas desaparecidas luego de que correntada arrasara con 5 viviendas
092623centro,asaltan a 30 pasajeros,delincuentes con pasamontanas despojan de sus pertenencias a usuarios
092623occidente,desfilan 150 carrozas,reinas departamentales recorren la ciudad procer
092623norte,estadio tiene 10 anos sin ser reparado,deportistas se sienten abandonados por autoridades
092623oriente,analizan 19 casos de dengue,abatizan viviendas por temor a incremento de incidencia
092623sur,le disparan mientras jugaba,juan antonio tambriz se entretenia en una maquina tragamonedas cuando fue atacado
092623guate,mas de 25 mil afectados,lluvias golpean otra vez esta localidad varios pobladores han perdido sus pertenencias
092723nacional,plegarias por los desaparecidos,familiares claman por la recuperacion de los restos de sus seres queridos mientras sigue la busqueda
092723centro,menores roban en tortilleria,autoridades locales coordinan entrega de los acusados a la pgn
092723occidente,en 30 dias entregaran puente,trabajos en el paso avanzan en un 75 por ciento y via peatonal sera habilitada en 12 dias
092723oriente,maravillas turisticas de oriente,la region cuenta con grandes destinos para conocer y disfrutar
092723norte,75 familias dejan sus hogares,llevias de la madrugada sorprenden a los pobladores
092723sur,2 mil familias tendran agua,proyecto de pozo mecanico estara listo en un mes
092723guate,temen una tragedia,vecinos de tulam tzu hacen llamado a las autoridades ante hundimiento de la carretera
092823nacional,entre la trajedia y las despedidas,en medio del ultimo adios a una de las victimas del deslave equipos de socorro hallan otros tres cuerpos
092823occidente,20 ninos dejan las aulas y emigran a eeuu,centro educativo reporta casos de abandono de clases en menos de dos meses
092823norte,pasaje sube a q3,transportistas urbanos aducen alto costo de combustible y repuestos para las unidades
092823sur,reciben clases en el corredor,falta de albaniles impide terminar construccions de aulas en escuela de san andres
092823oriente,detenido por la muerte de su primo,esvin perez habria atacado a oliver yonaldo agustin sanchez
092823centro,abejas atacan a estudiante,bomberos trasladan al hospital a dos ninos
092823guate,realizan tres trabajos,habilitan paso provisional regulan el caudal del rio y empieza construccion de puente en boulevard lourdes
092923nacional,crimen viaja sobre ruedas,delincuentes drogan con dulces y agua a las victimas para asaltarlas y violarlas
092923occidente,el sonido de la ninez,conmemoran su dia y tienen la esperanza de contar con mas espacios para prepararse
092923oriente,los ninos son una fabrica de suenos,si llevas tu infancia contigo nunca envejeceras tom stoppard
092923centro,estan hechos de suenos,anhelan ser medicos bomberos chefs policias veterinarios entre otras profesiones
092923norte,que nadie les quite la magia de ser nino,en cada nino se deberia poner el cartel tratar con cuidado contiene suenos mirko badiale
092923sur,explosion de sonrisas,ninos crecen y suenan con transformar al mundo
092923guate,saben lo que quieren,entre juegos y mucha ilusion pequenos suenan construir un mejor pais
093023nacional,57 mil deportados,2023 podria ser el ano con mayor numero de retornados en 2022 hubo 94 mil
100123nacional,secuestran actas electorales,tse dice que ya no es garante de resultados de la votacion general de la primera vuelta mp asegura que accion no vulnera la custodia del voto
100223nacional,con plegarias recuerdan a ninos,vecinos del asentamiento dios es fiel rinden homenaje a fallecidos y desaparecidos en tragedia hace ocho dias
100223occidente,hija ilustre de xela,reconocen la labor e importancia de la beata sor encarnacion rosal
100223oriente,sin agua en el hospital,personal denuncia no tener el servicio mientras autoridades aseguran que ya se repara
100223centro,arranca la feria patronal,la tradicion se vuelve a sentir en los festejos en honor a san francisco de asis
100223norte,proyecto costara q17 millones,en cinco meses se espera que este remozada la pista de aterrizaje del aeropuerto mundo maya
100223sur,abriran rastro luego de cinco anos,la obra estaba lista en 2020 pero una serie de cambios han atrasado su apertura
100223guate,comienza festividad,devotos acompanan recorrido de la alcaldesa de la ciudad que salio del templo santo domingo en el inicio del mes del rosario
100323nacional,engana a jueza y sale libre,lider de la ms evade la justicia presentando una identidad falsa
100323occidente,los conejos hacen gira en eeuu,agrupacion marquense deleita a guatemaltecos residentes en los angeles california
100323centro,se desliza en la carretera,camion que transportaba tierra vuelca al pasar sobre combustible derramado
100323oriente,canalizan agua para evitar dano a ruta,civ espera tener los trabajos listos para diciembre
100323sur,instalan 12 camaras de seguridad,comerciantes buscan resguardar a vecinos que llegan al centro de abasto
100323norte,comerciantes reportan bajas ventas,refieren que no se les brindo un lugar adecuado para instalarse y ya no les llegan clientes
100323guate,ponen la mano de obra,pobladores se organizan para asfaltar tramo afectado por las ultimas lluvias
100423nacional,intentan asaltar y le disparan,mujer caminaba cuando hombre trata de arrebatarle su cartera ella saca un arma y le pega cuatro balazos
100423occidente,detectan 8 casos de abuso sexual,maestros brindan apoyo a victimas tras sufrir ataques de familiares
100423centro,hundimientos en nuevo drenaje,a cuatro meses de finalizado el proyecto se han producido grandes agujeros
100423oriente,rescatado de un barranco,por evitar colision chofer de trailer cae en precipicio durante la madrugada
100423sur,puente colapsa,aldea tierras del pueblo se queda sin paso
100423guate,rio podria ocasionar una tragedia,pobladores de el canton el cementerio sufren cada invierno por la crecida del afluente
100423norte,baches llevan cuatro anos,padres de familia y alumnos de parvulos son los mas afectados por los charcos
100523nacional,balazos durante discusion de presupuesto,reunion en el interior del despacho del alcalde de zacapa termina con detonaciones de arma de fuego muere el gerente de compras
100523occidente,preocupacion por aumento de ninas madres,autoridades reportan 978 casos de embarazos en menores en el departamento
100523centro,dengue cobra vida de menor,solola suma 231 contagiados 8 se encuentran en estado de gravedad
100523norte,multa de q10 mil por subirle al pasaje,duenos de buses le incrementaron sin aval de las autoridades
100523sur,4 comunidades en riesgo de inundacion,dragan el rio achiguate
100523oriente,asesinado en la madrugada,sujetos interceptan a agricultor en el guapinol
100523guate,reciben bendicion,ceremonia especial reune a vecinos con sus mascotas en el dia de san francisco de asis patrono de los animales
100623nacional,corte de constitucionalidad resuelve,cc dice que juez csj y mp pueden accionar si tienen fundamentos mientras sectores manifiestan defensa de la democracia
100623occidente,frutas y verduras aumentan de precio,costo del combutible y bloqueos afectan directamente a comerciantes y vecinos
100623centro,comida no llega a hospital por bloqueos,personal teme que se acaben los medicamentos
100623norte,quiceanera muere arrollada,vehiculo que iba a excesiva velocidad ocasiona percance
100623oriente,deja en la orfandad a dos ninos,agente de seguridad de 24 anos fallece luego de ser arrollado camino a su trabajo
100623sur,doce meses sin paso,vecinos exigen terminar edificacion de puente ya que los pasos provisionales corren riesgo de caer
100623guate,nueve horas de agua semanal,vecinos de tres colonias en la zona 11 piden a la comuna cumpla con la entrega de pozo en diciembre
100723nacional,aumentan manifestaciones en defensa de la democracia,varios sectores se suman a la solicitud de renuncia de autoridades del mp bloqueos alcanzan hasta 75 puntos en todo el pais
100823nacional,abarrotan mercados,guatemaltecos temen falta de productos luego de anuncios sobre posible cierre de comercios
100923nacional,protestas cumplen 8 dias,anuncian mas cierres en carreteras y comercios manifestantes exigen renuncias en el mp y defensa del proceso electoral
100923occidente,buscan alternativas para viajar,aumento de flujo de vuelos en el aeropuerto internacional de occidente
100923centro,abarrotan los mercados,debido a bloqueos pobladores llenan los centros comerciales para obtener productos de la canasta basica
100923oriente,preocupa cierre de comercios,anuncian cierre de mercados a partir de hoy y vecinos intentan abastecerse
100923sur,temen quedar incomunicados,introduccion de tuberia para drenaje dana la estructura del puente por lo que este podria caer
100923guate,viven drama,familias buscan a donde ir luego de que el rio pinula se llevara sus casas y pertenencias en los sectores 2 y 4 de villa hermosa 1
100923norte,se quedan sin gasolina,algunas unidades de transporte colectivo han dejado de prestar servicio en la zona del polochic
101023nacional,vandalismo empana manifestaciones pacificas,grupos infiltrados ejecutan actos de violencia con los que incitan a saqueos obligan a cierres de negocios y hacen cobros ilegales para permitir circular entre bloqueos
101023occidente,madrugan para hacer compras,amas de casa logran abastecer sus despensas
101023centro,abren mercado nocturno,mayoristas de la central e abastos dan a bajo costo frutas y verduras
101023oriente,madre encuentra a su hijo muerto,menor de 16 anos fue hallado a orillas de un rio con varias heridas de arma de fuego
101023sur,dos dias duraron los trabajos,aguaceros vuelven a danar calle en la colonia bilbao
101023norte,precio del pan sube a q1 punto 25,precio del producto aumenta veinticinco centavos
101023guate,remozan cementerio,trabajos concisten en colocacion de adoquin verificar sistema electrico y pintar fachada
101123nacional,turba deja sin agua 10 zonas de la capital,fuerzas de seguridad se retiran y manifestantes toman control de planta que abastece a la ciudad de guatemala
101123occidente,piden ayuda,productores y transportistas solicitan que se les permita el paso
101123centro,toman control del siministro de agua,ejercito y policia se retiran de la planta el tesoro y los manifestantes se apoderan del suministro que abastece a la capital
101123norte,precio de verduras sube el doble,las papas pasaron de costar q5 a q10
101123oriente,inundacion arruina cosechas,pierden terrenos de loroco y cebolla por desborde del rio motagua
101123sur,12 gasolineras se quedan sin combustible,ultimo expendio raciono la venta a q30 por persona
101123guate,piden alumbrar carretera,poca iluminacion en tramo en san antonio las flores ha ocasionado varios accidentes
101223nacional,escasean la gasolina y los alimentos por bloqueos,en retalhuleu se acabo el combustible crisis se agudiza en varios departamentos por no cumplir con la orden de cc de permitir la libre locomocion
101223occidente,escasea la comida en el hospital,gestionan el paso de insumos y alimentos hacia quetzaltenango
101223centro,basurero esta por colapsar,por los bloqueos camiones no han llevado los desechos y la extraccion sera irregular
101223norte,turistas atrapados en flores,el brasileno fernando dos santos ha logrado pasar 11 bloqueos en su viaje hacia estados unidos
101223oriente,cajeros se quedan sin efectivo,comercios cerrados y gasolineras desabastecidas tras bloqueos
101223sur,en busca de gasolina,con galones o canecas pobladores cruzan el puente sobre el rio samala para ir a comprarla
101223guate,vendedores se estan desabasteciendo,situacion obliga a duplicar el precio de los productos de la canasta basica
101323nacional,q13 millones en perdidas,productores y agricultores han tirado a la basura la verdura que se les pudrio debido a los bloqueos
101323occidente,basura se acumula en las calles,por bloqueos desechos no han podido ser recolectados
101323centro,turistas cancelan viajes al pais,a causa de los bloqueos comerciantes que dependen de los viajeros tendran bajas por la reprogramacion de visitas
101323norte,madrugan para comprar gasolina,poblacion acude a llenar el tanque y otros recipientes con el fin de estar abastecidos
101323oriente,escasea el maiz y gas propano,tortillerias han aumentado a q0 punto 50 la unidad y expendios de gas reportan carencias
101323sur,tiran aguacate que no logro pasar,producto se pierde a raiz de los bloqueos en la ruta
101323guate,piden retirar bloqueos,vecinos sufren por llegar a sus labores y por adquirir alimentos y otros servicios
101423nacional,cc ordena liberar presa y restablecer el agua,cientos de vecinos se quedan sin el vital liquido y ministerio de salud asegura que en 72 horas habra crisis
101523nacional,abarrotan mercados para abastecerse,vecinos salen a realizar sus compras de alimentos a precios mas elevados debido a los 13 dias de bloqueos ilegales
101623nacional,hasta seis horas de fila para echar gasolina,en diferentes lugares ciudadanos madrugaron para llenar sus carros de combustible
101623occidente,aglomeracion en gasolineras,desde muy temprano vecinos esperan obtener combustible para sus vehiculos
101623centro,habilitan mercados temporales,comerciantes sololatecos se organizan para vender sus productos en las calles
101623oriente,pobladores luchan para movilizarse,bloqueo en el boqueron persiste y se da paso cada dos horas
101623norte,sienten golpe al bolsillo,amas de casa denuncian que la libra de tomate cuesta q10 y la de papa q15
101623guate,camino de hunde,vecinos temen quedar incomunicados en la ruta que conecta con el rosario zona 18
101623sur,esperan toda la noche en la gasolinera,crisis por falta de combustible obliga a conductores a esperar a que llegue la pipa
101723nacional,ataques durante bloqueos dejan un muerto,en al menos 4 retenes ilegales hubo disturbios en san marcos murio una persona y quemaron una patrulla y un auto
101723occidente,terminal permanece vacia,no cuentan con servicio de transporte extraurbano hacia la capital y al altiplano marquense
101723centro,ya no cerraran el mercado,inquilinos de la central de abastos municipal indicaron que abriran con normalidad para no afectar a la poblacion
101723oriente,precios a la alza,vecinos y vendedores esperan que bloqueos acaben para recuperar precios normales
101723norte,evacuan a 500 familias,torrenciales lluvias causan estragos en cuatro municipios
101723guate,conductores viven calvario,vecinos piden reparar el ingreso a santa cruz porque se mantiene en total abandono
101723sur,se oponen a bloqueos,empresarios retaltecos piden no obstaculizar la carretera
101823nacional,hoy cierran mercados,vendedores de flores de comida pilotos entre los trabajos que no han generado ingresos en la ultima quincena por bloqueos
101823occidente,tiran flores tras los bloqueos,vendedores se ven afectados en epoca de alta demanda por manifestaciones
101823centro,rio de botellas plasticas,cause de rio guacalate se encuentra plagado de basura y esto afecta al menos a 15 familias
101823norte,fiambre costara el doble,alto costo de las verduras se mantiene pese a que las rutas fueron liberadas
101823oriente,fiambre podria costar mas,precios de los productos para el platillo presentan un alza pobladores esperan que bajen
101823guate,demoran obra,construccion de talud urge para vecinos de panorama a fin de evitar mas derrumbes en bulevar san cristobal
101823sur,impiden bloqueo en cocales,comerciantes ganaderos y bananeros piden que los dejen trabajar
101923nacional,liberan acceso al mp,los 48 cantones y autoridades acuedan que dejaran ingresar a instalaciones pero no cesaran manifestaciones y bloqueos
101923occidente,ciclo escolar termina el mes proximo,autoridades de escuelas publicas buscan llegar a la meta de 180 dias de estudio
101923centro,turistas cancelan viajes,debido a los bloqueos en el pais el municipio se ve afectado
101923norte,pagan doble pasaje,debido a los bloqueos las personas deben transbordar para llegar a su destino por lo que prefieren caminar
101923oriente,q5 millones en perdidas,gremio de ganaderos reporta perdidas debido a los bloqueos
101923guate,despues de 15 anos reapran calle,al menos 40 familias se benefician con adoquinado en 4a avenida final de la colonia santa isabel 1
101923sur,hallan uno de dos cuerpos,amigos se banaban en el rio cuando fueron arrastrados por la corriente
102023nacional,aun hay siete desaparecidos,han pasado 25 dias desde la tragedia en el asentamiento dios es fiel y familias aun esperan velar a sus seres queridos vecinos temen nueva invasion
102023occidente,detienen obras,la falta de materiales por constantes bloqueos obliga a comuna a parar trabajos
102023centro,entrenaba para una carrera,el atleta y docente henry tujal fue embestido por un vehiculo
102023oriente,despiden a policia asesinado,mas de 200 personas entre familia y colegas le dijeron adios a agente pnc
102023norte,dique evitara inundaciones,mas de 300 familias han sido afectadas durante 40 anos
102023sur,sobrevive a diez disparos,tres personas resultan heridas en ataque armado
102023guate,solicitan limpiar el campo,hace un ano cuando se origino el agujero en la clazada concepcion tiraron la tierra en cancha de futbol en la oficina catalina
102123nacional,levantan bloqueos,los 48 cantones anuncian que despues de 19 dias queda libre ruta interamericana en cuatro caminos
102223nacional,ciudad fantasma,107 casas quedan abandonadas a raiz de la devastacion causada por el rio pinula
102323nacional,53 muertos por dengue,ministerio de salud reporta mas de 200 porciento de fallecidos en comparacion con el ano pasado
102323occidente,atacada con machete,esposo le causa grave herida en la mano derecha tras discusion
102323centro,carretera se hunde,tramo de la ruta que conduce a san jose chacaya se socava por las lluvias
102323oriente,mujer muere y menor sobrevive,percance ocurre en la vuelta el manacal
102323norte,atropellan a madre e hijo,mujer muere en la escena mientras que su acompanante es trasladado en estado grave a hospital de zacapa
102323sur,cuatro heridos al volcar auto,chofer que ocasiono el percance se dio a la fuga
102323guate,poca lluvia afecta cosecha,al menos 15 vendedores ofrecen jocotes al contrario de otros anos que se reunian 50 en el parque
102423nacional,macabro hallazgo,primera hipotesis menciona que las tres victimas podrian ser extorsionistas
102423occidente,roban en iglesia,ladrones sustraen instrumentos musicales y sistema de audio valorados en q25 mil
102423centro,piden ayuda para repatriar su cuerpo,bicler santiago colop emigro a eeuu hace dos anos y fallece de un paro cardiaco
102423oriente,derrumbes afectan obra,deslizamiento en el lugar atrasan la finalizacion del puente en la quebradona
102423norte,41 capturados por violencia contra la mujer,autoridades piden a las victimas denunciar a sus agresores
102423sur,albanil muere en la ruta,yerno de la victima sobrevive a accidente de transito
102423guate,florecen ventas en el parque,al menos 5 mil vendedores de flores aprovechan ultimos dias de octubre tras la perdida de cosechas por bloqueos en carreteras
102523nacional,lo matan de 10 punaladas,hombre que usaba muletas fue brutalmente asesinado en el sector de la linea
102523occidente,750 policias para 923 mil habitantes,disminuye el numero de agentes asignados al departamento
102523centro,esperan a 10 mil visitantes,entregan puestos a 86 comerciantes en las afueras del cementerio
102523norte,hace su ultimo viaje,acribillan a tuctuquero cuando regresaba de sus labores
102523oriente,inicia limpieza en cementerios,camposantos son preparados por vecinos y trabajadores municipales para el dia de los santos
102523sur,surfista muere en accidente,carretera sin senalizar es un problemapara conductores
102523guate,transito podria disminuir,mayor afluencia vehicular se registra de 6 a 7 horas y luego se agiliza el paso en carretera a el salvador
102623nacional,balacera y muerte frente a escuela,ejecutan a pandillero frente a ninos y adolescentes que entraban a estudiar
102623occidente,fallece alcalde juan nicolas diego,dirigio la municipalidad coataneca en tres periodos
102623centro,amplian servicio en la emergencia,habilitan unidad de cuidados intermedios y de dialisis en el hospital pedro de bethancourt
102623norte,se pierde en el bosque,equipo de rescate halla a hombre de 95 anos despues de 24 horas
102623sur,iba a su casa a descansar,militar cae de se vehiculo y es atropellado por trailer
102623oriente,muere de madrugada,joven de 18 anos se accidenta en la ruta jacobo arbenz y fallece al instante
102623guate,basura se acumula,inquilinos del mercado concepcion piden a las autoridades recoger los desechos los cuales emanan pertilencia y alejan a la clientela
102723nacional,en santa rosa izabal y guatemala hay mas homicidios,la pnc detecta que los crimenes mas frecuentes son narcotrafico robo y venganza
102723occidente,se salvan de milagro,piloto y ayudante quedan atrapados en cabina de camion tras accidentarse
102723centro,masiva despedida,feligresia acompana feretro del padre juan goggin hasta el cementerio general
102723oriente,es autor de mas de 70 exitos bailables,con ivan medrano celebramos a los artistas nacionales que han destacado
102723sur,saturan ruta a la costa,filas de hasta 25 kilometros se registran en la cito zarco por bloqueos en la interamericana
102723guate,aumentan compras para el fiambre,inquilinos del mercado concepcion invitan a llevar de todo a buen precio para el platillo del dia de muertos
102723norte,no me dejes solo,mujer cae de vehiculo y es atropellada por un trailer
102823nacional,bloqueos y temor,comunidades luchan contra el impacto economico que deja el cierre de carreteras en solola
102923nacional,dio la vida por su perro,mujer indigente murio golpeada por hombres cuando defendio a su mascota
103023nacional,alerta por heladas,empiezan los frentes frios y cultivos en siete departamentos podrian verse afectados
103023occidente,abarrotan los mercados,vecinos adquieren ingredientes para elaborar el tradicional fiambre
103023centro,esperan a 130 mil personas,mas de 300 policias cuidan de vecinos y turistas en el festival de barriletes
103023oriente,precios en los mercados bajan,verduras y products para el fiambre regresan a su valor normal
103023norte,comerciantes llegan al cementerio,flores y coronas ya estan a disposicion de los vecinos
103023guate,esperan repunte en ventas,inquilinos del mercado concepcion ofrecen variedad de ramos arreglos y coronas con motivos del dia de todos los santos
103023sur,cementerio abandonado,debido a que la corretanda se ha llevado varios cadaveres las personas han mudado sus difuntos a otros recintos
103123nacional,la octava maravilla,messi gana una vez mas el balon de oro es nombrado el mejor furbolista del mundo
103123oriente,lo hallan sin vida en el canal,joven de 23 anos habia desaparecido desde el sabado
103123centro,habra feria de la bota,cincuenta artesanos ofreceran productos de piel el 4 y 5 de noviembre
103123sur,chofer queda atrapado,una persona fallecida es el saldo de accidente de transito
103123occidente,entregaran puente en diciembre,avance en trabajos en estructura es del 90 por ciento
103123guate,parque se llena de flores,desvian el transito hacia rutas alternas para facilitar actividad de al menos 5 mil vendedores
103123norte,75 capturas por violencia contra la mujer,orden de aprehension contra carlos cabrera fue emitida el mes pasado
110123nacional,matan a un jefe de pnc,forcejea con agresor pero no evita disparos companeros queda gravemente herido
110123guate,ventas reviven,una vez al ano los jardines se pintan de amarillo y anaranjado con la flor de muerto para honrar a las almas
110123norte,llevan mariachis a sus difuntos,familias visitan a sus seres queridos y los recuerdan con canciones
110123sur,visitan a sus difuntos,cementerios seran abarrotados hoy y manana
110123oriente,camposantos se llenan de color,pobladores visitan a sus familiares en los cementerios con coloridos adornos
110123centro,esperan a 3 mil personas,campsanto recibe hoy y manana a cientos de familias que visitan a sus seres queridos
110123occidente,visitan a seres queridos,cementerio general espera el arribo de 10 mil personas
110223nacional,desafiaron a la muerte,todos santeros lucen su valentia como muestra para honrar a sus seres que ya partieron
110223sur,abarrotan el cementerio,retaltecos mantienen tradicion de visitar a sus difuntos
110223guate,algabaria se desborda,mas de 2 mil villanovanos participan en el desfile de los fieros que lleno las calles de color musica baile y carrozas
110223oriente,cumplen con tradicion,musica comida juegos y flores llenan los cementerios
110223norte,honran su memoria,familias llevaron adornos florales y musica para recordar a sus difuntos
110223centro,visitan a sus difuntos,mas de 10 mil personas acuden desde temprano al cementerio san lazaro para adornar tumbas a pesar del mal clima
110223occidente,conviven con sus seres amados,cementerio de xela recibe la visita de 10 mil personas en el dia de los santos
110323nacional,descuartizan a su vecido,familia es senalada de matar al hombre cerceenarlo y ocultar su cuerpo
110323guate,concurrida visita,al menos 3 mil personas llegaron al cementerio donde se ofrecio la misa para rogar por el descanso eterno de sus seres queridos
110323norte,vecinos y migrantes reparan calle,proyecto favorecera a mas de 5 mil personas
110323sur,arrollan a trabajador de ingenio,seg̼n los socorristas van 21 muertos en hechos viales en esta ruta
110323oriente,lucha por su vida,joven de 23 anos se accidenta en la calzada miguel garcia granados cuando iba a su casa
110323centro,festival seria este domingo,artistas y barrileteros evaluan si lo llevan a cabo este fin de semana
110323occidente,habilitaran albergues,sede municipal e iglesia casa de dios estan siendo preparadas por descenso de temperatura
110423nacional,ataque mortal en tapiceria,dueno cunado y trabajador fallecen baleados
110523nacional,ataque directo,matan de cuatro balazos al director d ela carcel que esta en el cuartel militar de matamoros
110623nacional,macabro hallazgo en el sur,abandonan cuerpos con senales de extrema violencia en 10 meses 141 personas han muerto en hecho violentos en el sector
110623guate,reabre sus puertas,museo nacional de arte maya reabrira visitas a partir del 15 de noviembre luego de 2 anos de cierre por mantenimiento
