Texto_Relevancia,Texto_Impacto,Texto_Rigor_Etica_Profesional,Texto_Coyuntura,Texto_Penetracion,Fotografia_Impacto,Fotografia_Variedad_Fotos,Fotografia_Composicion,Fotografia_Comunica,Fotografia_Puesta_En_Pagina_Fotos,PeriodicosID,Fecha,Ventas,Calificacion_avg,envio_total,cobrable,devuelto,vendido
10,10,10,10,10,10,10,10,10,10,12,12/4/24,"Q186,954.00",10,77845,74020,11702,62318
7,9,8,10,8,6,9,8,10,5,13,11/12/23,"Q28,656.00",8,10669,10320,819,9552
9,7,8,6,7,8,9,7,8,8,13,11/12/23,"Q28,656.00",7.7,10669,10320,819,9552
10,8,9,8,10,10,10,10,10,10,13,11/12/23,"Q28,656.00",9.5,10669,10320,819,9552
8,7,8,7,8,6,8,8,7,8,13,11/12/23,"Q28,656.00",7.5,10669,10320,819,9552
7,7,7,7,7,7,7,7,7,7,13,11/12/23,"Q28,656.00",7,10669,10320,819,9552
10,10,10,10,10,9,10,10,10,10,13,11/12/23,"Q28,656.00",9.9,10669,10320,819,9552
10,10,10,9,10,10,10,10,10,10,13,11/12/23,"Q28,656.00",9.9,10669,10320,819,9552
9,9,8,9,9,9,8,8,8,8,13,11/12/23,"Q28,656.00",8.5,10669,10320,819,9552
10,10,10,10,10,10,10,10,10,10,13,11/12/23,"Q28,656.00",10,10669,10320,819,9552
10,10,10,10,10,10,10,10,9,10,13,11/12/23,"Q28,656.00",9.9,10669,10320,819,9552
6,6,6,6,6,6,6,6,6,6,13,11/12/23,"Q28,656.00",6,10669,10320,819,9552
7,8,7,7,8,8,7,7,7,7,13,11/12/23,"Q28,656.00",7.3,10669,10320,819,9552
10,10,10,10,10,10,10,10,10,10,13,11/12/23,"Q28,656.00",10,10669,10320,819,9552
10,10,10,10,10,10,10,10,10,10,13,11/12/23,"Q28,656.00",10,10669,10320,819,9552
7,8,7,7,6,7,6,6,7,6,13,11/12/23,"Q28,656.00",6.7,10669,10320,819,9552
8,9,9,9,8,8,8,8,8,8,13,11/12/23,"Q28,656.00",8.3,10669,10320,819,9552
9,9,9,9,9,9,9,9,9,9,13,11/12/23,"Q28,656.00",9,10669,10320,819,9552
7,9,5,8,6,7,5,8,8,6,14,9/11/23,"Q186,933.00",6.9,73809,71425,9114,62311
8,10,8,8,10,10,10,10,10,10,14,9/11/23,"Q186,933.00",9.4,73809,71425,9114,62311
7,7,9,6,9,6,7,7,8,8,14,9/11/23,"Q186,933.00",7.4,73809,71425,9114,62311
10,10,10,10,10,10,10,10,10,10,14,9/11/23,"Q186,933.00",10,73809,71425,9114,62311
9,9,8,8,9,9,8,7,9,8,14,9/11/23,"Q186,933.00",8.4,73809,71425,9114,62311
10,10,8,9,8,9,10,10,9,10,14,9/11/23,"Q186,933.00",9.3,73809,71425,9114,62311
8,10,6,7,8,6,5,6,6,6,14,9/11/23,"Q186,933.00",6.8,73809,71425,9114,62311
10,10,9,9,8,9,8,7,8,9,14,9/11/23,"Q186,933.00",8.7,73809,71425,9114,62311
8,8,7,8,8,10,10,10,10,10,14,9/11/23,"Q186,933.00",8.9,73809,71425,9114,62311
10,10,10,10,10,10,10,10,10,10,14,9/11/23,"Q186,933.00",10,73809,71425,9114,62311
10,10,10,10,10,10,10,10,10,10,14,9/11/23,"Q186,933.00",10,73809,71425,9114,62311
8,9,8,9,8,8,8,8,7,7.8,14,9/11/23,"Q186,933.00",8.08,73809,71425,9114,62311
10,10,10,10,10,10,10,10,10,10,14,9/11/23,"Q186,933.00",10,73809,71425,9114,62311
10,10,9,10,10,9,10,10,9,10,14,9/11/23,"Q186,933.00",9.7,73809,71425,9114,62311
6,6,6,7,6,7,7,7,7,7,14,9/11/23,"Q186,933.00",6.6,73809,71425,9114,62311
8,9,8,9,9,8,8,8,8,8,14,9/11/23,"Q186,933.00",8.3,73809,71425,9114,62311
10,10,10,10,10,10,10,10,10,10,14,9/11/23,"Q186,933.00",10,73809,71425,9114,62311
10,10,10,10,10,10,10,10,10,10,14,9/11/23,"Q186,933.00",10,73809,71425,9114,62311
7,7,6,7,6,8,6,6,7,7,14,9/11/23,"Q186,933.00",6.7,73809,71425,9114,62311
9,9,9,9,8,9,9,9,10,10,14,9/11/23,"Q186,933.00",9.1,73809,71425,9114,62311
10,10,10,10,10,10,10,10,10,10,14,9/11/23,"Q186,933.00",10,73809,71425,9114,62311
8,7,8,7,6,8,9,7,6,7,15,3/9/22,"Q248,259.00",7.3,92624,90556,7803,82753
9,8,9,7,6,8,9,7,9,6,15,3/9/22,"Q248,259.00",7.8,92624,90556,7803,82753
