id,fecha,day,month,year,region,titulo,subtitular,cant_notas,politica,roja,deporte,accidente,comunitaria,nacionales,internacional,modelo_portada,especial,publicidad,contraportada,modelo,palabras_titulo,palabras_st,envio_total,cobrable,devuelto,vendido
091222nacional,12/09/2022,Monday,September,2022,nacional,terror en campos de fut,tres hombres fueron acribillados en canchas de futbol dos mientras en ingerian bebidas alcoholicas y uno cuando veia un partido los hechos ocurrieron en mixco y en masagua escuintla,2,0,1,0,0,0,1,0,0,0,0,deporte,1,5,29,102730,100085,8471,91614
091322nacional,13/09/2022,Tuesday,September,2022,nacional,mueren intoxicados en la carcel,cuatro pandilleros de la ms fallecieron en pavoncito luego de ingerir sus alimentos,3,0,1,0,0,0,2,0,0,0,0,internacional,1,5,13,91509,88896,9046,79850
091422nacional,14/09/2022,Wednesday,September,2022,nacional,los matan con insecticida,investigaciones preliminares revelan que los reos de pavoncito fallecieron porque le pusieron veneno a su comida,2,0,0,0,0,0,2,0,1,0,1,deporte,1,4,16,95803,93173,12884,80289
091522nacional,15/09/2022,Thursday,September,2022,nacional,fervor patrio,miles de guatemaltecos recorren las calles con antorchas y banderas para mostrar su amor por guatemala,3,0,0,1,0,0,2,0,0,0,1,deporte,1,2,16,84918,82342,9805,72537
091622nacional,16/09/2022,Friday,September,2022,nacional,avalancha mortal,aglomeracion en concierto deja nueve fallecidos y seis heridos al finalizar un espectaculo musical de los festejos de independencia en xelafer,2,0,1,0,0,0,1,0,0,0,1,deporte,1,2,21,99133,93241,8798,84443
091722nacional,17/09/2022,Saturday,September,2022,nacional,nadie responde por tragedia,ni autoridades municipales ni empresa organizadora asumen responsabilidad de supuesta falta de medidas de seguridad en concierto donde estampida humana dejo nueve fallecidos,3,0,1,0,1,0,1,0,0,0,1,deporte,1,4,23,91047,88969,7974,80995
091822nacional,18/09/2022,Sunday,September,2022,nacional,terror en el hospital,hombres con machete asaltan centro asistencial de mazatenango robando equipo y tambien comente actos deshonestos contra varias mujeres entre ellas una niña de 8 años,4,0,1,0,1,2,0,0,0,0,1,deporte,1,4,25,93198,91177,7652,83525
091922nacional,19/09/2022,Monday,September,2022,nacional,taxis pirata a la orden del crimen,subirse a uno puede resultar en un secuestro expres obligan a los clientes a sacar dinero en cajeros o pedir prestamos a familiares,4,0,1,0,1,0,2,0,0,0,1,deporte,1,7,23,101958,99318,6820,92498
092022nacional,20/09/2022,Tuesday,September,2022,nacional,alerta 14 rios desbordados,debido a la temporada de lluvia los rios incrementaron su caudal dejando unas 30 comunidades y otras incomunicadas,4,0,2,0,0,0,2,0,0,0,1,deporte,1,4,18,89370,86773,8054,78719
092122nacional,21/09/2022,Wednesday,September,2022,nacional,544 carreteras dañadas,caminos colapsan por lluvias entre ellos 10 destruidos varias comunidades quedan incomunicadas,4,0,2,0,2,0,0,0,0,0,1,deporte,1,3,12,90139,87355,13743,73612
092222nacional,22/09/2022,Thursday,September,2022,nacional,17 fallecidos arrastrados por rios,la crecida de afluentes y correntadas durante la temporada de lluvia han cobrado la vida de 12 hombres 4 mujeres y una persona sin identificar,3,0,1,0,1,0,1,0,0,0,1,deporte,1,5,25,90426,87840,9052,78788
092322nacional,23/09/2022,Friday,September,2022,nacional,panico en la escuela,justo cuando sono el timbre para salir de la jornada de estudios dos sicarios desataron una balacera en centro educativo un hombre murio y dos mas resultaron heridos entre ellos un niño,3,0,1,0,0,0,2,0,0,0,1,deporte,1,4,32,90042,84363,9764,74599
092422nacional,24/09/2022,Saturday,September,2022,nacional,niño muere por inhalar gas toxico,un menos de 2 años fallecio al aspirar monoxido de carbono del carro que su mama y el padrastro dejaron encendido estos estan en en el intensivo,3,0,2,0,1,0,0,0,0,0,1,deporte,1,6,27,90545,88470,9375,79095
092522nacional,25/09/2022,Sunday,September,2022,nacional,agujero se traga vehiculo en villa nueva,-,2,0,0,0,1,1,0,0,0,0,1,modelo,1,7,1,93584,91561,7415,84146
092622nacional,26/09/2022,Monday,September,2022,nacional,dramatica busqueda,familiares esperan encontrar hasta en los desagues a madre e hija que fueron tragados por el agujero de villa nueva,3,0,0,0,2,0,1,0,0,0,1,deporte,1,2,20,96926,94299,7577,86722
092722nacional,27/09/2022,Tuesday,September,2022,nacional,500 familias en riesgo,los primeros estudios del hundimiento en villa nueva establecen que varias familias y comercios estan en peligro les han pedido autoalbergarse pero no tienen donde ir,3,0,1,0,1,0,1,0,0,0,1,deporte,1,4,26,88898,86293,5872,80421
092822nacional,28/09/2022,Wednesday,September,2022,nacional,detectan vehiculo y motocicleta,con radar encuentran carro de la familia mejia choz y una moto que no se ha reportado como desaparecida,4,1,1,0,0,0,1,1,0,0,1,modelo,1,4,19,89022,86412,11164,75248
092922nacional,29/09/2022,Thursday,September,2022,nacional,fallece entre las llamas,un trailero no pudo esquiva a otro que estaba en la carretera al impactar su cabina se incendio y murio carbonizado,4,0,0,0,1,0,3,0,0,0,1,deporte,1,4,21,90848,88220,7448,80772
093022nacional,30/09/2022,Friday,September,2022,nacional,extraen vehiculo,luego de cinco dias de excavaciones los socorristas lozalizan los cuerpos de olga y hellen,3,0,0,0,2,0,1,0,0,0,1,deporte,1,2,15,93358,87742,3914,83828
100122nacional,1/10/2022,Saturday,October,2022,nacional,recibidas entre llantos y homenajes,cientos de personas de patachaj salieron al encuentro de olga y hellen quienes murieron cuando cayo vehiculo en el agujero en villa nueva,1,0,0,0,1,0,0,0,0,0,1,deporte,1,5,23,89615,87674,9031,78643
100222nacional,2/10/2022,Sunday,October,2022,nacional,lloran a madre e hija,familiares vecinos y comerciantes dijeron hasta pronto a victimas que con todo y carro fueron tragadas por la tierra en villa nueva,3,0,1,0,1,0,1,0,0,0,1,modelo,1,5,22,92641,90722,6066,84656
100322nacional,3/10/2022,Monday,October,2022,nacional,cinco muertos en canalitos,victimas estaban enterradas en zona boscosa cinco salvatruchas fueron capturados,3,0,3,0,0,0,0,0,0,0,1,deporte,1,4,10,102786,100326,10390,89936
100422nacional,4/10/2022,Tuesday,October,2022,nacional,los queman vivos,residentes de el rodeo escuintla vapulearon a dos presuntos delicuentes,3,0,2,0,1,0,0,0,0,0,1,deporte,1,3,10,93383,90941,9995,80946
100522nacional,5/10/2022,Wednesday,October,2022,nacional,masacre en hotel,grupo armado acribilla a unas seis personas los cuerpos quedan en la piscina corredores y otras areas del hospedaje,3,0,2,0,0,0,1,0,0,0,1,modelo,1,3,19,92761,90264,11751,78513
100622nacional,6/10/2022,Thursday,October,2022,nacional,viaje de la muerte,unas 30 personas iban en un picop que cayo en un barranco se reportan 17 fallecidas y 13 heridas,4,2,1,0,1,0,0,0,0,0,1,deporte,1,4,19,95780,93304,7126,86178
100722nacional,7/10/2022,Friday,October,2022,nacional,alerta por llegada de ciclon,emiten alarma ante el avance de una formacion tropical que podria tocar el territorio nacional el proximo lunes,4,0,2,0,0,1,1,0,0,0,1,deporte,1,5,18,94091,88536,8470,80066
100822nacional,8/10/2022,Saturday,October,2022,nacional,la mato la acuchillo la fuego,con estas palabras la hija de luz maria de 3 años recuerda como asesinaron a su mama en las noches se despierta llorando y gritando,4,0,2,0,0,0,2,0,0,0,1,deporte,1,6,25,92567,90442,8133,82309
100922nacional,9/10/2022,Sunday,October,2022,nacional,Julia al acecho,hucaran cambia trayectoria hacia el sur de guatemala alertan por alto oleaje en el caribe y el pacifico habra lluvias en todo el pais,4,0,0,0,1,0,2,1,0,0,1,modelo,1,3,24,94801,92848,8691,84157
101022nacional,10/10/2022,Monday,October,2022,nacional,julia causa inundaciones y aun no llega al pais,izabal es por ahora el departamento mas dañado por los efectos de la tormenta tropical que se acerca por las costas del pacifico,3,0,2,0,0,0,1,0,0,0,1,deporte,1,9,23,98969,96505,25700,70805
101122nacional,11/10/2022,Tuesday,October,2022,nacional,julia deja 13 muertes,el paso de la tormenta causa derrumbes y rios desbordados ademas lugares incomunicados sus efectos se sentiran tres dias mas,1,0,0,0,1,0,0,0,0,0,1,deporte,1,4,20,86797,84367,7988,76379
101222nacional,12/10/2022,Wednesday,October,2022,nacional,50 años en prision,jorge zea es culpable de asesinar a su esposa luz maria y condenado a la pena maxima,4,0,1,0,0,2,1,0,0,0,1,deporte,1,4,17,92714,90238,13725,76513
101322nacional,13/10/2022,Thursday,October,2022,nacional,serios daños a la agricultura,el paso de la tormenta de la tormenta julia dejo varios cultivos destrozados en especial en alta verapaz e izabal,4,1,0,1,0,0,1,1,0,0,1,deporte,1,5,20,94176,91696,9440,82256
101422nacional,14/10/2022,Friday,October,2022,nacional,llega la ayuda,cientos de guatemaltecos y empresas privadas se unen para llevar alimentos a las comunidades afectadas por la tormenta julia,4,0,0,0,1,0,3,0,0,0,1,deporte,1,3,19,93302,87678,10586,77092
101522nacional,15/10/2022,Saturday,October,2022,nacional,familia muere mientras duerme,monoxido de carbono cobra nuevamente la vida de 8 personas que se intoxicaron con el gas de una planta generadora,4,0,2,0,1,0,1,0,0,0,1,modelo,1,4,20,93730,91345,8007,83338
101622nacional,16/10/2022,Sunday,October,2022,nacional,se salvan de morir soterrados,los ocupantes de dos vehiculos se escapan de perecer durante un derrumbe en la ruta interamericana,4,0,2,0,1,0,1,0,0,0,1,deporte,1,5,16,94288,92112,10055,82057
101722nacional,17/10/2022,Monday,October,2022,nacional,detienen caravana,autoridades guatemaltecas se apostaron sobre el puente motagua impidiendo que unos 300 migrantes avanzaran rumbo a mexico,3,0,1,1,0,0,1,0,0,0,1,deporte,1,2,17,99667,96208,7887,88321
101822nacional,18/10/2022,Tuesday,October,2022,nacional,refuerzan frontera,ante el ingreso de una tercera caravana de migrantes en el area limitrofe de corinto las autoridades colocan mayor seguridad,3,0,0,1,0,0,2,0,0,0,1,deporte,1,2,20,92521,89811,8145,81666
101922nacional,19/10/2022,Wednesday,October,2022,nacional,arriesgan la vida,migrantes desafian la altura sobre el rio suchiate para llegar a mexico pagan q10 por pasar colgados en un cable que les permite avanzar a un camino lleno de peligros,4,0,1,0,0,0,2,1,0,0,1,modelo,1,3,30,92312,89703,12543,77160
102022nacional,20/10/2022,Thursday,October,2022,nacional,100 mil agricultores pierden sus cosechas,el invierno y la tormenta julia dejan mas de 19 mil hectareas con daños en cultivos del maiz frijol café platano y hortalizas,4,0,1,0,0,1,2,0,0,0,1,deporte,1,6,23,91040,88530,8841,79689
102122nacional,21/10/2022,Friday,October,2022,nacional,caen violadores abusaron de 35 victimas,usaron como fachada el servicio de mototaxi para atraer a mujeres,4,0,2,0,0,0,0,2,0,0,1,deporte,1,6,11,93983,88436,11277,77159
102222nacional,22/10/2022,Saturday,October,2022,nacional,jauria de perros ataca a niño,al menos 15 animales se le lanzaron al menos cuando se dirigia a cosechar alimentos,4,0,2,0,2,0,0,0,0,0,1,deporte,1,6,15,92231,90179,8910,81269
102322nacional,23/10/2022,Sunday,October,2022,nacional,capturan a empleado de bar por violacion,pnc descubre que tambien tiene antecedentes de agresion contra la mujer,3,0,2,0,0,0,1,0,0,0,1,deporte,1,7,11,94302,92274,8149,84125
102422nacional,24/10/2022,Monday,October,2022,nacional,niña muere por extraccion de diente,según los padres fue por sobredosis de anestesia,4,0,0,0,2,0,2,0,0,0,1,deporte,1,6,8,98497,95956,7696,88260
102522nacional,25/10/2022,Tuesday,October,2022,nacional,reos hacian tunel para escapar,autoridades localizaron la construccion en la carcel de pavon por el hecho consignaron a cuatro reos,4,0,1,0,0,0,3,0,0,0,1,deporte,1,5,16,91426,88882,9371,79511
102622nacional,26/10/2022,Wednesday,October,2022,nacional,colgado por intento de abuso,multitud responde a gritos de auxilio de una mujer que acuso al sujeto de trata de violarla,4,0,1,0,0,0,3,0,0,0,1,modelo,1,5,17,91907,89350,12633,76717
102722nacional,27/10/2022,Thursday,October,2022,nacional,ataca el chupacabras,vecinos de una comunidad de solola estan atemorizados por la presencia de un animal que acaba con sus ovejas,4,0,1,2,0,0,1,0,0,0,1,publicidad externa,1,3,19,92586,90074,7006,83068
102822nacional,28/10/2022,Friday,October,2022,nacional,muralla contra caravana,autoridades se preparan para detener a unos 20 mil migrantes que podrian intentar cruzar las fronteras,4,0,1,0,0,1,2,0,0,0,1,deporte,1,3,16,91828,86250,5911,80339
102922nacional,29/10/2022,Saturday,October,2022,nacional,criminales acechan hospitales,ningun sector esta libre del acoso de lso delicuentes ahora las acciones delictivas van dirigidas a apcientes y personal de los centros asistenciales,4,1,2,0,0,0,1,0,0,0,1,deporte,1,3,23,91245,89164,10936,78228
103022nacional,30/10/2022,Sunday,October,2022,nacional,matanza en tiquisate,cuatro hombres fueron tiroteados cuando festejaban un cumpleaños es la segunda masacre en el area en menos de un mes,4,0,3,0,0,0,1,0,0,0,1,deporte,1,3,20,93895,91952,5366,86586
103122nacional,31/10/2022,Monday,October,2022,nacional,rescatan a 14 mujeres de un bar,las obligaban a prostituirse capturan a trabajadores y descubren cuartos secretos detrás de espejos,4,0,3,0,0,0,1,0,0,0,1,deporte,1,7,14,97054,94572,4731,89841
110122nacional,1/11/2022,Tuesday,November,2022,nacional,los difuntos perdidos,algunas tumbas de los fallecidos por covid 19 solo cuentan con numeros otras con cruces,3,0,1,0,0,0,2,0,0,0,1,deporte,1,3,15,81508,79118,13776,65342
110222nacional,2/11/2022,Wednesday,November,2022,nacional,formacion en carrera de las ánimas,mas de 40 jinetes recorrieron la pista ubicada en el campo ken shinaj,3,0,0,1,0,0,2,0,1,0,1,deporte,1,6,13,90438,87977,13523,74454
110322nacional,3/11/2022,Thursday,November,2022,nacional,lisa azota con vientos y lluvias,la tormenta tropical hizo sentir su feria en belice donde desprendio los techos ed las casas mientras en peten evacuaron a 95 personas y en izabal los aguaceros no cesan,4,0,2,0,0,1,1,0,0,0,1,deporte,1,6,30,90515,88041,10742,77299
110422nacional,4/11/2022,Friday,November,2022,nacional,salio a bailar y encuentra la muerte,un hombre llamo a los padres de una joven y les conto que su hija estaba fallecida al llegar la hallaron desmebrada,4,0,3,0,0,0,1,0,0,0,1,deporte,1,7,22,90087,84490,8848,75642
110522nacional,5/11/2022,Saturday,November,2022,nacional,mujer muere protegiendo a su bebe,mujer cae de moto y la arrolla camion,4,0,2,0,1,0,1,0,0,0,1,deporte,1,6,8,89318,87302,7772,79530
110622nacional,6/11/2022,Sunday,November,2022,nacional,tragedia en pulman,piloto nicaraguenses perece en ataque directo luego de ignorar el alto que le hicieron sicarios,4,0,1,2,0,0,0,1,0,0,1,internacional,1,3,15,92675,90702,8138,82564
110722nacional,7/11/2022,Monday,November,2022,nacional,investigan sismos y retumbos,angustia y temor en cinco zonas de villa nueva instrumentos confirman temblores pero no tectonicos,3,0,0,0,1,0,2,0,0,0,1,deporte,1,4,15,96073,93573,7839,85734
110822nacional,8/11/2022,Tuesday,November,2022,nacional,aguas subterraneas socavan villanueva,geologo e ingenieros descubren posibles causas de los retumbos y temblores del municipio,3,0,1,0,1,1,0,0,0,0,1,deporte,1,4,13,88667,85834,9212,76622
110922nacional,9/11/2022,Wednesday,November,2022,nacional,taxistas golpeados por la delicuencia,los ataques están ligados al acoso de pandilleros cobro de extorsiones y proliferacion de servicios piratas,4,0,1,0,1,1,1,0,1,0,1,deporte,1,5,16,89188,86695,14211,72484
111022nacional,10/11/2022,Thursday,November,2022,nacional,preso se fuga cuando iba al medico,recluso aprovecho el momento en que era trasladado para desarmar al custodio y huir con sus complices,4,1,0,0,2,1,0,0,0,0,1,deporte,1,7,17,89871,87391,9434,77957
111122nacional,11/11/2022,Friday,November,2022,nacional,batalla contra secuestradores,en 2022 las autoridades han desarticulado 4 bandas y capturado a 21 maleantes ayer apresaron a 3 mas,4,0,1,0,0,2,1,0,0,0,1,deporte,1,3,18,92850,87287,11111,76176
111222nacional,12/11/2022,Saturday,November,2022,nacional,abusadas en la busqueda del sieño americano,seis de cada 10 mujeres migrantes sufren violencia sexual en su camino a estados unidos,4,0,2,0,0,1,0,1,0,0,1,deporte,1,7,15,88783,86582,7948,78634
111322nacional,13/11/2022,Sunday,November,2022,nacional,recibe a balazos a policias,agente se embola en su dia de descanso y dispara al aire cuando otros elementos acuden al llamado de vecinos los ataca,4,0,1,0,1,1,1,0,0,0,1,internacional,1,5,22,91512,89547,8740,80807
111422nacional,14/11/2022,Monday,November,2022,nacional,naufragio en atitlan,en santa cruz la laguna volcó una embarcación con 22 pasajeros entre ellos 18 integrantes de un equipo de futbol ninguno salio herido,4,0,0,0,1,2,1,0,0,0,1,deporte,1,3,23,116017,113533,15155,98378
111522nacional,15/11/2022,Tuesday,November,2022,nacional,terror en bus,pasajeros vivieron momentos de angustia cuando una persona disparó contra tres asaltantes mata a dos y una mujer logra huir,4,1,2,0,0,0,1,0,0,0,1,publicidad externa,1,3,20,103958,101487,14128,87359
111622nacional,16/11/2022,Wednesday,November,2022,nacional,violada y asesinada,vendedora de loteria tenia 28 años de recorrer los callejones de la terminal apareció muerta en el sector de la bananera con señales de haber sido ultrajada,4,0,2,0,1,1,0,0,0,0,1,internacional,1,3,27,101968,99482,19985,79497
111722nacional,17/11/2022,Thursday,November,2022,nacional,mata a su esposa con un hacha cuando dormía,le prometió dejar los celos y ella acepto luego la asesina y despues se quita la vida,4,0,2,0,0,1,1,0,0,0,1,deporte,1,9,17,98469,95829,10886,84943
111822nacional,18/11/2022,Friday,November,2022,nacional,perdidas millonarias,autoridades inician desalojo de transportistas que suman tres dias bloqueando caminos y dañando la economia del pais,4,0,0,0,0,1,2,1,0,0,1,deporte,1,2,17,98285,92677,12744,79933
111922nacional,19/11/2022,Saturday,November,2022,nacional,vuelca por evitar bloqueos,debido a los cierres de los transportistas un autobus se accidenta en ruta alterna dejando 23 personas heridas,5,0,2,0,1,1,1,0,0,0,1,deporte,1,4,18,89764,87748,8094,79654
112022nacional,20/11/2022,Sunday,November,2022,nacional,guatemala se ilumina con la navidad,familias chapinas se unen para presenciar la inaugaracion del arbol,3,0,0,1,0,1,1,0,0,1,1,deporte,1,6,10,91671,89692,7421,82271
112122nacional,21/11/2022,Monday,November,2022,nacional,1767 muertes por accidentes de transito,la mayoria de victimas han sido joveens de entre 20 y 34 años distraidos por el celular según el departamento de transito de la pnc,4,0,1,0,2,0,1,0,0,1,1,deporte,1,6,25,97219,94729,8939,85790
112222nacional,22/11/2022,Tuesday,November,2022,nacional,los reciben a balazos,diez agentes de la pnc fueron atacados con arma de fuego por un grupo de pobladores que intimidaban a otros vecinos de purulhá,3,0,3,0,0,0,0,0,0,1,1,deporte,1,4,23,95912,93426,10208,83218
112322nacional,23/11/2022,Wednesday,November,2022,nacional,trailer choca dos vehiculos y se va al rio,el transporte pesado volcó al final de la cuesta de villalobos el producto quedo esparcido en el area,4,0,3,0,1,0,0,0,0,1,1,deporte,1,9,18,95519,93015,13272,79743
112422nacional,24/11/2022,Thursday,November,2022,nacional,carcel de por vida en estados unidos,el guatemalteco erick ottoniel obando es hallado culpable de matar a un artista en richmond virgina en 2018,5,0,3,0,0,1,0,1,0,1,1,deporte,1,7,18,96549,94045,9612,84433
112522nacional,25/11/2022,Friday,November,2022,nacional,congelan precio en la terminal,el comité vendedores asegura que no subira el costo de los productos de la temporada navideña,4,0,2,0,0,0,1,1,0,1,1,deporte,1,5,16,95031,89230,10460,78770
112622nacional,26/11/2022,Saturday,November,2022,nacional,muere intentando defender a pasajeros,usuarios recibe balazos de tres delicuentes que iban a asaltar un bus,4,0,2,0,0,0,2,0,0,1,1,deporte,1,5,12,89763,87702,10346,77356
112722nacional,27/11/2022,Sunday,November,2022,nacional,encuentran q3565 mil dentro de maquinitas ilegales,niños y adultos esperan que la suerte les llegue mientras dueños de traganiquel disfrutan jugosas ganancias,4,0,1,0,1,1,1,0,0,1,1,deporte,1,7,16,90943,88960,7103,81857
112822nacional,28/11/2022,Monday,November,2022,nacional,alerta en frontera con Honduras,se implementa un cerco fronterizo para evitar que pandillas se escondian en nuestro pais,4,0,1,0,0,2,0,1,0,1,1,deporte,1,5,14,96327,93765,9313,84452
112922nacional,29/11/2022,Tuesday,November,2022,nacional,invesion de pandillas en la mira,operativos contra marerors en honduras y el salvador empujan a la ms y barrio 18 a disputar territorios en guatemala,3,0,1,0,0,0,1,1,0,1,1,internacional,1,6,20,94022,91438,6863,84575
113022nacional,30/11/2022,Wednesday,November,2022,nacional,muere asaltando en la roosevelt,conductor que evita atraco y mata a ladron que operaba en el sector junto con su banda,4,0,2,0,1,0,1,0,0,1,1,deporte,1,5,17,93924,91305,2636,88669
120122nacional,1/12/2022,Thursday,December,2022,nacional,madrugan para conseguir espacio en la escuela,padres de familia hacen largas filas para inscribir a sus hijos en el ciclo escolar 2023,4,0,1,1,0,1,1,0,0,1,1,deporte,1,7,16,95983,93376,23628,69748
120222nacional,2/12/2022,Friday,December,2022,nacional,explotan cajero automatico,criminales estallan granada para intentar sustraer dinero pero no logran su objetivo,4,0,2,1,0,1,0,0,0,1,1,deporte,1,3,12,94526,88934,9376,79558
120322nacional,3/12/2022,Saturday,December,2022,nacional,capturan a enfermero por violacion,trabajador del hospital roosevelt es acusado de abusar sexualmente de una adolescente de 15 años que se encontraba en la sala de cuidados intensivos,4,0,3,1,0,0,0,0,0,1,1,deporte,1,5,24,89975,87707,9284,78423
120422nacional,4/12/2022,Sunday,December,2022,nacional,papa recibe nacimiento guatemalteco,pesebre elaborado por artesanos chapines se lucira durante temporada navideña en el vaticano,4,0,0,0,1,2,0,1,0,1,1,deporte,1,4,13,91365,89337,7676,81661
120522nacional,5/12/2022,Monday,December,2022,nacional,accidentes se disparan,convivios y alta velocidad han causado 61 percances de transito en el area metropolitana en chiquimula 2 personas mueren y 4 resultan heridas,4,0,1,0,1,1,1,0,0,1,1,deporte,1,3,23,97230,94650,10329,84321
120622nacional,6/12/2022,Tuesday,December,2022,nacional,escena del terror,una pareja de esposos y su hija de unos 3 años fueron localizados muertos a causa de heridas de arma blanca estaban dentro de una tienda en la zona 11,3,1,1,0,0,0,1,0,0,1,1,deporte,1,3,30,93503,90830,8477,82353
120722nacional,7/12/2022,Wednesday,December,2022,nacional,temperaturas bajo cero,los campos en el occidente del pais registran heladas que amenazan los cultivos,3,0,1,0,0,1,1,0,0,1,1,modelo,1,3,13,93400,90744,10357,80387
120822nacional,8/12/2022,Thursday,December,2022,nacional,16 años de prision,tribunal encuentra culpables a otto perez y a roxana baldetti de dos delitos en el caso la linea y les impone una multa de mas de q8 millones aun deben responder por otros señalamientos,4,1,1,0,1,1,0,0,0,1,1,deporte,1,4,34,96495,93895,8371,85524
120922nacional,9/12/2022,Friday,December,2022,nacional,hallan cuerpo en tonel,recipiente se cae y se desplaza 300 metros en su recorrido va dejando restos humanos entre la cabeza,4,0,4,0,0,0,0,0,0,1,1,deporte,1,4,18,91264,85395,10501,74894
121022nacional,10/12/2022,Saturday,December,2022,nacional,explota y muere calcinado,piloto de pipa pierde la vida entre las llamas causadas por el derrame de combustible,4,0,2,0,1,1,0,0,0,1,1,deporte,1,4,15,89571,87441,8283,79158
121122nacional,11/12/2022,Sunday,December,2022,nacional,le disparan con fusil,un hombre de salir de su trabajo cuando unos criminales a bordo de un picop se le atravesaron en el camino y lo atacaron hasta darle muerte,3,0,1,0,1,0,1,0,0,1,1,deporte,1,4,27,92326,89359,7312,82047
121222nacional,12/12/2022,Monday,December,2022,nacional,capturan a 7 mareros por violar a mujer y matar a su novio,una pareja entra a un parqueo y es sorprendida por supuestos pandilleros rivales quienes abusan de la joven y asesinan al muchacho todos son capturados,3,0,1,0,0,0,2,0,0,1,1,deporte,1,13,25,103309,3473,1807,1666
121322nacional,13/12/2022,Tuesday,December,2022,nacional,se visten de policias y asesinan a mecanico,camaras de seguridad de taller revelan que hombres con uniformes de la pnc matan a dueño de negocio y a su ayudante,2,0,1,0,1,0,0,0,0,1,1,deporte,1,8,22,88672,86118,8639,77479
121422nacional,14/12/2022,Wednesday,December,2022,nacional,argentina va a la final,un gol de messi y doblete de julian alvarez le dan el triunfo a la albiceleste espera por francia o marruecos,3,0,0,1,0,1,1,0,0,1,1,modelo,1,5,21,92600,90045,13315,76730
121522nacional,15/12/2022,Thursday,December,2022,nacional,choque de gigantes,mbappe y messi se citan en la gran final del mundial entre francia y argentina del proximo dominio,3,0,0,1,0,2,0,0,0,1,1,deporte,1,3,18,90755,88163,9855,78308
121622nacional,16/12/2022,Friday,December,2022,nacional,pesadilla en la casa del infierno,luego de remover el piso de una vivienda abandonada en la zona 18 las autoridades localizaron a siete personas asesinadas los supuestos autores son pandilleros,3,0,1,1,0,1,0,0,0,1,1,deporte,1,6,25,90348,84619,8347,76272
121722nacional,17/12/2022,Saturday,December,2022,nacional,el barrio del miedo,la barrio 18 se apodero de la colonia lomas de santa faz y la convirtio en territorio de tortura asesinato y distribucion de drogas vecinos narran en el anonimato el terror que viven dia a dia en este sector,4,0,3,0,0,0,1,0,0,1,1,deporte,1,4,39,89493,87357,8523,78834
121822nacional,18/12/2022,Sunday,December,2022,nacional,asesinado en calle donde dormia de niño,hombre fue atacado cuando iba a entregar la manutencion de sus hijos,3,0,1,0,1,1,0,0,0,1,1,deporte,1,7,12,91494,88498,9879,78619
121922nacional,19/12/2022,Monday,December,2022,nacional,en la cima del mundo,argentina de la mano de lionel messi se corona campeon ante francia,3,0,0,2,1,0,0,0,0,1,1,deporte,1,5,12,104904,3478,1727,1751
122022nacional,20/12/2022,Tuesday,December,2022,nacional,fuego arrasa con 42 viviendas,incendio destruye residencias construidas con madera y lamina mientras afectados buscan sacar algunas pertenencias para perderlo todo,4,0,2,1,0,1,0,0,0,0,1,deporte,1,5,17,88851,86139,7854,78285
122122nacional,21/12/2022,Wednesday,December,2022,nacional,la bajada de la muerte,piloto de cisterna no logra frenar y muere al impactar a gran velocidad contra varias motos y vehiculos en la cuesta villalobos,3,0,0,0,2,1,0,0,0,0,1,deporte,1,5,22,89618,86923,10216,76707
122222nacional,22/12/2022,Thursday,December,2022,nacional,pelean a balazos por droga en avion,traficantes aterrizan en la playa y al ser descubiertos se enfrentan a autoridades abandonan cargamento armas y lanchas,3,0,2,0,0,1,0,0,0,0,1,deporte,1,7,18,88983,86391,8848,77543
122322nacional,23/12/2022,Friday,December,2022,nacional,313 muertos enterrados en el olvido,211 adultos y 102 niños que murieron de diversas formas fueron sepultados este año como xx y nadie adornara sus tumbas,3,0,1,1,0,1,0,0,0,0,1,deporte,1,6,21,90416,85168,10035,75133
122422nacional,24/12/2022,Saturday,December,2022,nacional,hoy nace nace el rey,nos dio a su hijo pudo cubrilo de oro y poder pero eligio para el un hogar humilde para que conquistara los desafio y corazones de la humanidad celebramos el naicmiento de jesus y nos preparamos para arroparlo en nuestro corazon,2,0,0,0,0,1,1,0,0,1,1,deporte,1,5,41,85417,83275,8496,74779
122622nacional,26/12/2022,Monday,December,2022,nacional,accidente mortal,la mañana de navidad inicio con un choque entre tres vehiculos que dejo a una enfermera fallecida,4,0,0,0,1,0,0,3,0,0,1,internacional,1,2,17,95379,92827,11445,81382
122722nacional,27/12/2022,Tuesday,December,2022,nacional,mas de 300 accidentes en tres dias,exxceso de velocidad y conducir bajo efectos de licor principales causas de los percances en que murieron 6 personas y 181 quedaron heridad,4,0,1,0,2,0,1,0,0,0,1,deporte,1,7,23,85847,83286,8878,74408
122822nacional,28/12/2022,Wednesday,December,2022,nacional,encontronazo mortal,el ganadero marlon pineda viajaba en su carro bllindado y fue embestido por un trailer cuyo chofer escapo,3,0,1,0,2,0,0,0,1,0,1,deporte,1,2,18,86459,83901,12404,71497
122922nacional,29/12/2022,Thursday,December,2022,nacional,estados unidos pide su caprtura,dos alcalces dos diputados son vinculados al narcotrafico y por eso el ministerio publico solicito retirarles la inmunidad para deternerlos y enviarlos al pais del norte,3,1,1,0,1,0,0,0,0,0,1,deporte,1,5,26,87149,84598,9328,75270
