id,fecha,day,month,year,region,titulo,subtitular,cant_notas,politica,roja,deporte,accidente,comunitaria,nacionales,internacional,modelo_portada,especial,publicidad,contraportada,modelo,palabras_titulo,palabras_st,envio_total,cobrable,devuelto,vendido
123022nacional,30/12/2022,Friday,December,2022,nacional,hasta siempre o rei,el brasileño pele campeon del mundo en 1959 1962 1970 considerado por muchos el mejor futbolista de todos los tiempos fallece a los 82 años,3,0,1,1,0,0,1,0,0,0,1,deporte,1,4,25,90783,86024,7429,78595
123122nacional,31/12/2022,Saturday,December,2022,nacional,amanece en 2023,siembra tu esfuerzo cosecha tus fruto,1,0,0,0,0,0,1,0,0,1,1,deporte,1,3,6,82294,80201,3608,76593
010223nacional,02/01/2023,Monday,January,2023,nacional,en el mar la vida es mas sabrosa,decenas de viajeros se movilizaron a las playas del pais para recibir el ano 2023,4,0,1,0,1,0,2,0,0,0,1,deporte,0,8,15,87908,85330,15633,69697
010323nacional,03/01/2023,Tuesday,January,2023,nacional,ciudad peronia llora la muerte de genesis,tres hermanos son los presuntos responsables del asesinato de nina de 7 anos,3,0,1,0,1,1,0,0,0,0,1,deporte,0,7,13,83431,80870,7392,73478
010423nacional,04/01/2023,Wednesday,January,2023,nacional,masiva despedida a genesis,la comunidad entera de ciudad peronia acudio al funeral de la nina los tres senalados de asesinarla ingresan a prision,3,0,0,0,0,3,0,0,0,0,1,deporte,1,4,20,85149,82560,9944,72616
010523nacional,05/01/2023,Thursday,January,2023,nacional,choca con bufalo y muere,hombre impacta su moto contra el animal que caminaba en la carretera,3,0,0,0,2,1,0,0,0,0,1,deporte,1,5,12,88415,85831,10380,75451
010623nacional,06/01/2023,Friday,January,2023,nacional,captura de hijo del “chapo” desata la guerra,complices de ovidio guzman responden con tiros bloqueos y danos en sinaloa mexico,3,0,0,0,0,2,0,1,0,0,1,deporte,1,8,13,87865,82670,8413,74257
010723nacional,07/01/2023,Saturday,January,2023,nacional,29 muertos y 35 heridos y 35 heridos por captura de hijo del “chapo”,entre los fallecidos hay un coronel alerta en san marcos y huehuetenango,4,0,0,0,0,3,0,1,0,0,1,deporte,1,14,12,88391,86243,8274,77969
010823nacional,08/01/2023,Sunday,January,2023,nacional,incendio arrebata la vida a abuelo,oscar ochoa de 86 anos quedo atrapado por las llamas en el dormitorio vivia solo y trbajaba en su taller de mecanica,4,0,0,0,0,3,0,1,0,0,1,deporte,1,6,22,88635,86565,10268,76297
010923nacional,09/01/2023,Monday,January,2023,nacional,se ensanan contra mujeres,las dejan en su cama a una estrangulada y a otra degollada en villa nueva sospechan de sus parejas,4,0,1,0,0,2,0,1,0,0,1,deporte,1,4,19,92843,90235,5788,84447
011023nacional,10/01/2023,Tuesday,January,2023,nacional,temor en jocotenango,ante los hechos armados la poblacion no quiere salir a las calles incluso los repartidores a domicilio,3,1,2,0,0,0,0,0,0,0,1,deporte,1,3,17,87809,85215,9727,75488
011123nacional,11/01/2023,Wednesday,January,2023,nacional,canche heredia amenazaba a una mujer,se busca a hombr4e que aountaba con un misil a policias,4,0,2,0,1,1,0,0,0,0,1,publicidad propia,1,6,11,86352,83745,4846,78899
011223nacional,12/01/2023,Thursday,January,2023,nacional,marero queria escapar de su pais en caja de muerto,un peligroso pandillero con tal de no ser descubierto era transportado hacia guatemala pero la pnc de el salvador logro su detencion,4,1,0,0,0,2,1,0,0,0,1,deporte,1,10,22,87888,85281,15321,69960
,13/01/2023,,,,nacional,510 asaltos en casas en 2022,bandas criminales han evolucionado y ahora se dedican al saqueo de viviendas,,,,,,,,,,,,,,,,,,,
011423nacional,14/01/2023,Saturday,January,2023,nacional,encuentran mas restos humanos en casa del terror,en una vivienda de santa faz zona 18 hallan huesos analizaran si son de los siete cuerpos que ya se habian ubicado o de nuevas victimas,4,0,1,0,0,3,0,0,0,0,1,deporte,1,8,26,85191,82961,8086,74875
011523nacional,15/01/2023,Sunday,January,2023,nacional,mas de un millon circularan,autoridades de transito del departamento de guatemala recomiendan salir media hora antes a partir de manana pues se preve que comiencen clases en universidades y colegios privados,4,0,1,0,0,3,0,0,0,0,1,deporte,1,5,27,87226,85164,7862,77302
011623nacional,16/01/2023,Monday,January,2023,nacional,un millon de estudiantes vuelven al colegio,alumnos del sector privado empiezan hoy las clases presenciales en al menos 4 mil 700 centros educativos de todo el pais,3,0,0,1,0,2,0,0,0,0,1,deporte,1,7,21,94741,92150,9192,82958
011723nacional,17/01/2023,Tuesday,January,2023,nacional,117 temblores al dia,enjambre sismico afecta a comunidades de jutiapa desde el domingo la mayoria teme que sus casas se terminen de desplomar p,4,0,0,0,1,2,1,0,0,0,1,deporte,1,4,21,87330,84758,10195,74563
011823nacional,18/01/2023,Wednesday,January,2023,nacional,16 mujeres van asesinadas en el 2023,comenzando el ano siguen los hechos de violencia uno de los ultimos casos es el de una madre que iba al mercado,3,0,1,0,0,1,1,0,0,0,1,modelo,1,7,22,86948,84369,11048,73321
011923nacional,19/01/2023,Thursday,January,2023,nacional,incautan lanzacohetes y arsenal pesado al narco,armas de alto poder asi como drogas y dinero fueron decomisados a la organizacion de wicho veneno donde tambien vinculan a seis policias,3,0,0,0,0,2,1,0,0,0,1,deporte,1,7,23,87285,84776,9678,75098
012023nacional,20/01/2023,Friday,January,2023,nacional,cae violador de nino,abusa de menor aprovechando la amistad que tenia con el hermano tambien le encuentran material pornografico,3,0,0,0,0,2,1,0,0,0,1,deporte,1,4,16,85617,80115,7683,72432
012123nacional,21/01/2023,Saturday,January,2023,nacional,se salva de morir quemado,piloto estuvo a punto de arder entre las llamas que consumieron su trailer en la ruta al pacifico,4,1,0,0,1,1,1,0,0,0,1,modelo,1,5,18,84969,82920,7998,74922
012223nacional,22/01/2023,Sunday,January,2023,nacional,explota guerra en santa catarina ixtahiacan y nahuala,conflicto se agudiza y afecta a varias familias han incendiado 5 casas y 4 vehiculos en enfrentamientos,4,0,0,0,2,2,0,0,0,0,1,deporte,0,8,17,87645,85648,8362,77286
012323nacional,23/01/2023,Monday,January,2023,nacional,le quitan la cabeza,en un enfrentamiento en el centro preventivo de la zona 18 decapitaron a alias “danger” y “chaparro” sindican a cinco reos del hecho p,4,0,1,0,1,2,0,0,0,0,1,deporte,1,4,24,92072,89577,8197,81380
012423nacional,24/01/2023,Tuesday,January,2023,nacional,muere alvaro colom,expresidente de guatemala (2008-2012 fallece en su casa a causa de quebrantos de salud,4,1,0,0,0,3,0,0,0,0,1,deporte,1,3,14,84995,82261,6543,75718
012523nacional,25/01/2023,Wednesday,January,2023,nacional,26 anos sirviendo a nuestros lectores,producimos contenidos que informan educan y entretienen ¡muchas gracias or tu referencia!,2,0,0,0,0,1,1,0,0,0,1,deporte,1,6,12,93632,88937,11081,77856
012623nacional,26/01/2023,Thursday,January,2023,nacional,simulan asalto y roban q5 millones,cuatro empleados de una empresa de valores como en las peliculas actuaron un robo y se llevaron el botin que debian custodiar,3,0,0,0,1,2,0,0,0,0,1,deporte,1,6,22,87421,84924,9807,75117
012723nacional,27/01/2023,Friday,January,2023,nacional,nina se opone a robo y le disparan,menor de 13 anos resulta con dos heridas de bala cuando tres asaltantes ingresan a su vivienda,3,0,0,1,2,0,0,0,0,0,1,deporte,1,8,17,86579,81091,7905,73186
012823nacional,28/01/2023,Saturday,January,2023,nacional,terror en centrasur,usuarios sufren panico en medio de balas por enfrentamiento entre agentes de seguridad que se oponen a un asalto dos guardias mueren,4,0,0,0,2,2,0,0,0,0,1,deporte,1,3,22,86124,84065,4998,79067
012923nacional,29/01/2023,Sunday,January,2023,nacional,noche de terror,asesinan a cuatro jovenes frente a tienda pnc investiga si fue rivalidad entre pandillas,4,0,1,0,0,3,0,0,0,0,1,deporte,1,3,14,87848,85830,8147,77683
013023nacional,30/01/2023,Monday,January,2023,nacional,12 muesrtos y 16 heridos en accidente,entre la noche del sabado y mediodaa de ayer ocurrieron al menos 17 hechos de transito,4,0,0,1,1,2,0,0,0,0,1,deporte,1,7,16,93068,90551,6839,83712
013123nacional,31/01/2023,Tuesday,January,2023,nacional,explosion arrebata 7 vidas,miembros de una familia perecen calcinados su casa se incendio por un aparente estallido de gas otra victima se lanza a las llamas al no poder rescatarlos,4,0,1,1,0,1,1,0,0,0,1,deporte,1,4,27,85384,82870,3489,79381
020123nacional,01/02/2023,Wednesday,February,2023,nacional,los vapulean y no eran ladrones,un grupo de personas enardecidas golpeo a dos hombres que acusaban de asaltar una caja rural pero al revisar las camaras verificaron que no se trataba de ellos,4,0,0,0,2,2,0,0,0,0,1,modelo,1,6,28,85589,83044,19546,63498
020223nacional,02/02/2023,Thursday,February,2023,nacional,nina mata a su bebe,hallan restos de recien nacido en una fosa septica vecinos aseguran que la madre (menor de edad habria dado a luz luego asesino a su hijo y lo lanzo a ese lugar,4,0,0,0,0,3,1,0,0,0,1,deporte,1,5,32,85770,83245,7247,75998
020323nacional,03/02/2023,Friday,February,2023,nacional,amiga escucha asesinato,mujer embarazada realiza llamada a una su conocida quien solo oye gritos y ayer fue localizada sin vida este hecho se suma a las 45 muertes violentas de enero,4,0,1,0,1,2,0,0,0,0,1,deporte,1,3,29,85507,79930,8451,71479
020423nacional,04/02/2023,Saturday,February,2023,nacional,pelea de transito le cuesta la vida,asesinos causan discusion para intentar robarles la moto y lo matan al salir huyendo 0,4,0,4,0,0,0,0,0,0,0,1,publicidad propia,1,7,15,84722,82379,8626,73753
020523nacional,05/02/2023,Sunday,February,2023,nacional,cumplieron su peregrinacion,hoy retornan a sus hogares mas de 30 mil motoristas que viajaron con la promesa de fe al cristo negro,3,0,0,0,0,2,1,0,0,0,1,deporte,1,3,20,86227,84209,6306,77903
020623nacional,06/02/2023,Monday,February,2023,nacional,mecanico se embarranca con su vehiculo,encarnacion batz compro recientemente el automotor y sus familiares suponen que lo andaba probando,3,0,1,0,1,1,0,0,0,0,1,deporte,1,6,14,90776,88251,7504,80747
020723nacional,07/02/2023,Tuesday,February,2023,nacional,terremoto deja miles de muertos,dolor devastacion miedo muerte heridos y desaparecidos es el panorama que se observa luego del terremoto que sacudio turquia y siria los cuerpos de socorro siguen la uusqueda entre los escombros,4,0,3,0,0,0,0,1,0,0,1,deporte,1,5,31,84790,82280,7472,74808
020823nacional,08/02/2023,Wednesday,February,2023,nacional,violencia imparable contra mujeres,van 45 brutalmente asesinadas ayer fueron 4 mas investigadores lo atribuyen al abuso domestico participar en pandillas herencias y deudas,3,0,0,0,0,1,1,0,1,0,1,deporte,1,4,20,85549,83036,10644,72392
,09/02/2023,,,,nacional,destruyen 47 tumbas roban el pie de un muerto,el cementerio concepcion sacojito no ta libr d vandalimo,,,,,,,,,,,,,,,,,,,
021023nacional,10/02/2023,Friday,February,2023,nacional,identifican a migrantes fallecidos,familiares de los chapines muertos en mexico reconocieron por fotografia a sus seres queridos ahora les daran cristiana sepultura en huehuetenango y totonicapan,3,0,0,0,1,1,1,0,0,0,1,deporte,1,4,23,85481,79859,8194,71665
021123nacional,11/02/2023,Saturday,February,2023,nacional,le quitan los dedos por oponerse a asalto,un albanil no quiso entregar sus pertenencias a los ladrones quienes lo machetearon y le causaron varias heridas ademas se llevan su celular y q300,4,0,1,0,0,3,0,0,0,0,1,deporte,1,8,25,84305,81777,8557,73220
021223nacional,12/02/2023,Sunday,February,2023,nacional,impacto mortal,cinco personas que se dirigian a un cumpleanos murieron cuando un bus los choco se euivocaron de via,4,0,1,0,1,2,0,0,0,0,1,deporte,1,2,18,86580,84056,7209,76847
021323nacional,13/02/2023,Monday,February,2023,nacional,discusion fatal,repartidor de comida rapida sufre un balazo en el toraz en un confuso suceso cuando recien comenzaba su turno,4,0,2,0,0,2,0,0,0,0,1,deporte,1,2,19,92038,89207,9069,80138
021423nacional,14/02/2023,Tuesday,February,2023,nacional,avionetazo,aeronave se desploma al momento del impacto se incendia y mueren calcinados tres misioneros,4,0,0,0,2,2,0,0,0,0,1,deporte,1,1,14,84051,81531,8892,72639
021523nacional,15/02/2023,Wednesday,February,2023,nacional,escuelas en ruinas,deterioro construcciones a medias falta de servicios y carencia de techos son algunas de las condiciones que encontraran los ninos al regresar a clases,5,0,0,0,2,3,0,0,0,0,1,modelo,1,3,24,87671,85119,12168,72951
021623nacional,16/02/2023,Thursday,February,2023,nacional,novio le dispara despues del dia del carino,ataques contra mujeres no se detienen en ola de violencia cuatro asesindas en las ultims horas todas con balazos en el rostro,4,0,1,0,0,3,0,0,0,0,1,deporte,1,8,22,85153,82612,8317,74295
021723nacional,17/02/2023,Friday,February,2023,nacional,guardia asesina a companero mientras bebian,en el interior de garita y al calor de los trgos agente privado mata a otro de disparo en la cabeza,4,0,2,0,0,2,0,0,0,0,1,deporte,1,6,21,84580,79034,8615,70419
021823nacional,18/02/2023,Saturday,February,2023,nacional,acribilla a ladrones en pleno asalto,hermanos intentan robar una moto pero victima se defiende y los asesina,3,0,1,0,0,2,0,0,0,0,1,deporte,1,6,12,83623,81541,7735,73806
021923nacional,19/02/2023,Sunday,February,2023,nacional,prostituian a reclusas,tres guardias del sistema penitenciario obligaban a presas a tener relaciones sexuales con reos de penal para hombres,3,0,1,0,0,2,0,0,0,0,1,deporte,1,3,18,86926,84895,7621,77274
022023nacional,20/02/2023,Monday,February,2023,nacional,341 mil alumnos dejaron de estudiar en los ultimos tres anos,hoy comienzan las clases en el sector publico y datos revelan que cada ano aumenta el numero de menores que abandonan las aulas,3,0,1,0,0,1,1,0,0,0,1,deporte,1,11,23,89913,87381,8496,78885
022123nacional,21/02/2023,Tuesday,February,2023,nacional,miles a las aulas,mayoria de alumnos vuelve a estudiar sin novedad otros se toparon con la falta de escritorios maestros agua luz o salones sucios,4,0,0,0,0,4,0,0,0,0,1,deporte,1,4,22,83153,80619,9148,71471
022223nacional,22/02/2023,Wednesday,February,2023,nacional,7 casas reducidad a cenizas,familias pierden todo ante las llamas de un incedndio causado por cortocircuitos vecinos rompen tuberias para apagar el fuego ante carencia de agua,4,0,1,1,2,0,0,0,0,0,1,deporte,1,5,23,85724,83182,12502,70680
022323nacional,23/02/2023,Thursday,February,2023,nacional,estafados en las redes sociales,desarticulan banda que defraudaba desde facebook con la compra venta de vehicukos robados en al menos 7 departamentos,3,0,0,1,0,1,1,0,0,0,1,deporte,1,5,18,84057,81441,8123,73318
022423nacional,24/02/2023,Friday,February,2023,nacional,marero se disfraza de enfermero para asesinar,sicarios de las ms es capturado en el hospital san juan de dios cuando iba a matar a otro pandillero,4,0,3,1,0,0,0,0,0,0,1,deporte,1,7,20,83743,78145,7288,70857
022523nacional,25/02/2023,Saturday,February,2023,nacional,2023 se inicia con menos asesinatos,en comparacion con los ultimos cinco anos este tuvo una disminucion de muertes violentas algunos lugares como mazatenango no han tenido asesinato,4,0,1,0,0,1,2,0,0,0,1,deporte,1,6,22,83261,81167,8696,72471
022623nacional,26/02/2023,Sunday,February,2023,nacional,masacre en boca del monte,seis jovenes mueren al ser atacados a tiros cuando conversaban en una tienda entre ellos un menor de 17 anos,5,0,5,0,0,0,0,0,0,0,1,deporte,1,5,20,85316,83272,5341,77931
022723nacional,27/02/2023,Monday,February,2023,nacional,mata a su hijo a lenazos,ismael chaman bebia con cristian pero discutieron y la pelea acabo en tragedia,4,0,3,0,0,1,0,0,0,0,1,deporte,1,6,13,88848,86297,5175,81122
022823nacional,28/02/2023,Tuesday,February,2023,nacional,se pasa de tragos y mata a sus hermanos,edwin aradio pop artola una de las victimas participaria como candidato a la alcadia de chahal,4,0,3,0,0,1,0,0,0,0,1,deporte,1,9,16,82589,80055,2979,77076
030123nacional,01/03/2023,Wednesday,March,2023,nacional,violaba a menor de 15 anos,madre de la victima lo sorprende cometiendo el delito avisa a la policia y lo capturan,4,0,3,0,0,1,0,0,0,0,1,deporte,1,6,16,82823,80308,18394,61914
030223nacional,02/03/2023,Thursday,March,2023,nacional,100 accidentes semanales,exceso de velocidad irrespetar semafotros distraerse con el celular o manejar en estado de ebriedad han aumentado perfcances viales,4,0,0,1,1,2,0,0,0,0,1,publicidad externa,1,3,19,83190,80697,7269,73428
030323nacional,03/03/2023,Friday,March,2023,nacional,sin rastro de 75 mujeres,de 312 alertas activas hasta el 25 de febrero muchas victimas siguen sin aparecer la mayoria se fue de su hogar por violencia intrfamiliar,4,0,0,1,1,0,2,0,0,0,1,deporte,1,5,24,83127,77723,6706,71017
030423nacional,04/03/2023,Saturday,March,2023,nacional,robaron rinon a paciente,cuatro medicos fueron capturados senalados de trafico de organos juez les da libertad y los cita para el 14 de marzo,4,0,0,1,1,1,1,0,0,0,1,modelo,1,4,21,82123,80026,7114,72912
